coin,total_supply,distributed_supply,total_supply_pct,distributed_supply_pct,date
IOTA,2779530283,2640553768.85,100.0,95.0,2024-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-08-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-08-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-08-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-08-01
IOTA,2779530283,2640553768.85,100.0,95.0,2025-08-01
